mun_fr;mun_ar;map_names_ar;Type de liste (fr);nom_liste_fr;nom_liste_ar;votes_obtenus;porcentage_obtenus;sieges_obtenus;total_inscrits;votes_nul;votes_blancs;total_votes_valide;total_votes
Chott Mariem;شط مریم;شط مريم;Liste indépendante;Ahrar Shati Maryem;أحرار شط مریم;291;0,188349515;2;3376;70;41;1545;1656
Chott Mariem;شط مریم;شط مريم;Liste partisane;Afek Tounes;أفاق تونس;339;0,219417476;3;3376;70;41;1545;1656
Chott Mariem;شط مریم;شط مريم;Liste partisane;Nidaa Tounes;حركة نداء تونس;297;0,19223301;2;3376;70;41;1545;1656
Chott Mariem;شط مریم;شط مريم;Liste partisane;Ennahdha;حزب حركة النھضة;343;0,222006472;3;3376;70;41;1545;1656
Chott Mariem;شط مریم;شط مريم;Liste indépendante;Floukat Alshat;فلوكة الشط;275;0,177993528;2;3376;70;41;1545;1656
Cité Ettadhamen;التضامن;التضامن;Liste partisane;Courant Démocrate;التیار الدمقراطي;855;0,12876506;4;35966;402;218;6640;7260
Cité Ettadhamen;التضامن;التضامن;Liste partisane;Mouvement Du Peuple;حركة الشعب;361;0,05436747;2;35966;402;218;6640;7260
Cité Ettadhamen;التضامن;التضامن;Liste partisane;Nidaa Tounes;حركة نداء تونس;1773;0,267018072;8;35966;402;218;6640;7260
Cité Ettadhamen;التضامن;التضامن;Liste partisane;Ennahdha;حزب حركة النھضة;3651;0,549849398;16;35966;402;218;6640;7260
Dahmani;الدھماني;الدهماني;Liste indépendante;Al'Iislah W Altajdiid;الإصلاح و التجدبد;281;0,067907202;2;11900;336;124;4138;4598
Dahmani;الدھماني;الدهماني;Liste de coalition;Front Populaire;الجبھة الشعبیة;565;0,136539391;3;11900;336;124;4138;4598
Dahmani;الدھماني;الدهماني;Liste partisane;Parti Destourien Libre Pdl;الحزب الدستوري الحر;372;0,089898502;2;11900;336;124;4138;4598
Dahmani;الدھماني;الدهماني;Liste partisane;Nidaa Tounes;حركة نداء تونس;1352;0,326727888;8;11900;336;124;4138;4598
Dahmani;الدھماني;الدهماني;Liste partisane;Parti De L'Avenir;حزب المستقبل;214;0,051715805;1;11900;336;124;4138;4598
Dahmani;الدھماني;الدهماني;Liste partisane;Ennahdha;حزب حركة النھضة;1354;0,327211213;8;11900;336;124;4138;4598
Degach;دقاش;دقاش;Liste indépendante;Al'Amal W Al Toumouh;الامل و الطموح;1924;0,46294514;8;12823;157;88;4156;4401
Degach;دقاش;دقاش;Liste partisane;Mouvement Du Peuple;حركة الشعب;724;0,174205967;3;12823;157;88;4156;4401
Degach;دقاش;دقاش;Liste partisane;Machrouu Tounes;حركة مشروع تونس;204;0,049085659;1;12823;157;88;4156;4401
Degach;دقاش;دقاش;Liste partisane;Nidaa Tounes;حركة نداء تونس;465;0,111886429;2;12823;157;88;4156;4401
Degach;دقاش;دقاش;Liste partisane;Ennahdha;حزب حركة النھضة;839;0,201876805;4;12823;157;88;4156;4401
Den - Den;الدندان;الدندان;Liste indépendante;Aldandan Mtaeina;الدندان متاعنا;1025;0,233378871;5;16450;188;139;4392;4719
Den - Den;الدندان;الدندان;Liste partisane;Machrouu Tounes;حركة مشروع تونس;714;0,162568306;4;16450;188;139;4392;4719
Den - Den;الدندان;الدندان;Liste partisane;Nidaa Tounes;حركة نداء تونس;884;0,201275046;5;16450;188;139;4392;4719
Den - Den;الدندان;الدندان;Liste partisane;Ennahdha;حزب حركة النھضة;1769;0,402777778;10;16450;188;139;4392;4719
Dhehiba;الذھیبة;الذهيبة;Liste de coalition;Alliance Des Forces Démocratiques;ائتلاف القوى الدیمقراطیة;151;0,19973545;3;2137;36;10;756;802
Dhehiba;الذھیبة;الذهيبة;Liste partisane;Machrouu Tounes;حركة مشروع تونس;196;0,259259259;3;2137;36;10;756;802
Dhehiba;الذھیبة;الذهيبة;Liste partisane;Nidaa Tounes;حركة نداء تونس;146;0,193121693;2;2137;36;10;756;802
Dhehiba;الذھیبة;الذهيبة;Liste partisane;Ennahdha;حزب حركة النھضة;263;0,347883598;4;2137;36;10;756;802
Djebeniana;جبنیانة;جبنيانة;Liste de coalition;Front Populaire;الجبھة الشعبیة;1398;0,334050179;8;14702;224;101;4185;4510
Djebeniana;جبنیانة;جبنيانة;Liste partisane;Nidaa Tounes;حركة نداء تونس;1147;0,274074074;7;14702;224;101;4185;4510
Djebeniana;جبنیانة;جبنيانة;Liste partisane;Ennahdha;حزب حركة النھضة;1640;0,391875747;9;14702;224;101;4185;4510
Djedaïda;الجدیدة;الجديدة;Liste indépendante;Ufoq Jedeida;افق الجدیدة;636;0,09687738;2;20932;303;157;6565;7025
Djedaïda;الجدیدة;الجديدة;Liste indépendante;Altahadi;التحدي;487;0,074181264;2;20932;303;157;6565;7025
Djedaïda;الجدیدة;الجديدة;Liste partisane;Courant Démocrate;التیار الدمقراطي;469;0,071439452;2;20932;303;157;6565;7025
Djedaïda;الجدیدة;الجديدة;Liste de coalition;Front Populaire;الجبھة الشعبیة;249;0,037928408;1;20932;303;157;6565;7025
Djedaïda;الجدیدة;الجديدة;Liste indépendante;Aleamal W Al'Amal;العمل و الامل;1373;0,209139375;5;20932;303;157;6565;7025
Djedaïda;الجدیدة;الجديدة;Liste partisane;Nidaa Tounes;حركة نداء تونس;766;0,11667936;3;20932;303;157;6565;7025
Djedaïda;الجدیدة;الجديدة;Liste partisane;Ennahdha;حزب حركة النھضة;2065;0,314546839;7;20932;303;157;6565;7025
Djedaïda;الجدیدة;الجديدة;Liste indépendante;Ghadwat Khyr;غدوة خیر;520;0,079207921;2;20932;303;157;6565;7025
Djedeliane;جدلیان;جدليان;Liste indépendante;Al'Amal;الامل;232;0,070818071;1;6741;221;48;3276;3545
Djedeliane;جدلیان;جدليان;Liste indépendante;Altahadiy;التحدي;378;0,115384615;2;6741;221;48;3276;3545
Djedeliane;جدلیان;جدليان;Liste indépendante;Jadalyan Awlan;جدلیان اولا;185;0,056471306;1;6741;221;48;3276;3545
Djedeliane;جدلیان;جدليان;Liste partisane;Machrouu Tounes;حركة مشروع تونس;194;0,059218559;1;6741;221;48;3276;3545
Djedeliane;جدلیان;جدليان;Liste partisane;Nidaa Tounes;حركة نداء تونس;119;0,036324786;1;6741;221;48;3276;3545
Djedeliane;جدلیان;جدليان;Liste partisane;Ennahdha;حزب حركة النھضة;295;0,09004884;2;6741;221;48;3276;3545
Djedeliane;جدلیان;جدليان;Liste indépendante;Fbhyth Yhya Shbay Jidlyan;فبحیث یحیا شباي جدلیان;298;0,090964591;2;6741;221;48;3276;3545
Djedeliane;جدلیان;جدليان;Liste indépendante;Qayimat Alhaj Khamysi Dbyawi;قائمة الحاج خمیسي دبیاوي;200;0,061050061;1;6741;221;48;3276;3545
Djedeliane;جدلیان;جدليان;Liste indépendante;Yasiin;یاسین;1375;0,41971917;7;6741;221;48;3276;3545
DJerissa;الجریصة;الجريصة;Liste indépendante;Al'Asala;الأصالة;208;0,11028632;1;5938;170;82;1886;2138
DJerissa;الجریصة;الجريصة;Liste de coalition;Front Populaire;الجبھة الشعبیة;181;0,095970308;1;5938;170;82;1886;2138
DJerissa;الجریصة;الجريصة;Liste indépendante;Almanajim;المناجم;206;0,109225875;1;5938;170;82;1886;2138
DJerissa;الجریصة;الجريصة;Liste partisane;Nidaa Tounes;حركة نداء تونس;899;0,476670201;6;5938;170;82;1886;2138
DJerissa;الجریصة;الجريصة;Liste partisane;Ennahdha;حزب حركة النھضة;392;0,207847296;3;5938;170;82;1886;2138
Dkhilet Toujene;دخیلة توجان;دخيلة توجان;Liste partisane;Afek Tounes;أفاق تونس;162;0,073402809;1;4691;67;45;2207;2319
Dkhilet Toujene;دخیلة توجان;دخيلة توجان;Liste indépendante;Tawjan - Madynati;توجان - مدینتي;179;0,081105573;1;4691;67;45;2207;2319
Dkhilet Toujene;دخیلة توجان;دخيلة توجان;Liste partisane;Nidaa Tounes;حركة نداء تونس;565;0,256003625;5;4691;67;45;2207;2319
Dkhilet Toujene;دخیلة توجان;دخيلة توجان;Liste partisane;Ennahdha;حزب حركة النھضة;1301;0,589487993;11;4691;67;45;2207;2319
Douar Hicher;دوار ھیشر;دوار هيشر;Liste partisane;Afek Tounes;أفاق تونس;1105;0,161762553;5;31394;466;172;6831;7469
Douar Hicher;دوار ھیشر;دوار هيشر;Liste indépendante;Al'Amal;الامل;273;0,039964866;1;31394;466;172;6831;7469
Douar Hicher;دوار ھیشر;دوار هيشر;Liste partisane;Courant Démocrate;التیار الدمقراطي;624;0,091348265;3;31394;466;172;6831;7469
Douar Hicher;دوار ھیشر;دوار هيشر;Liste de coalition;Front Populaire;الجبھة الشعبیة;378;0,055335968;2;31394;466;172;6831;7469
Douar Hicher;دوار ھیشر;دوار هيشر;Liste partisane;Nidaa Tounes;حركة نداء تونس;1715;0,251061338;7;31394;466;172;6831;7469
Douar Hicher;دوار ھیشر;دوار هيشر;Liste partisane;Ennahdha;حزب حركة النھضة;2736;0,400527009;12;31394;466;172;6831;7469
Douz;دوز;دوز;Liste partisane;AL IRADA;حراك تونس الارادة;1445;0,199063232;5;22819;226;132;7259;7617
Douz;دوز;دوز;Liste partisane;Nidaa Tounes;حركة نداء تونس;729;0,100427056;2;22819;226;132;7259;7617
Douz;دوز;دوز;Liste partisane;Courant Démocrate;حزب التیار الدیمقراطي;1038;0,142994903;3;22819;226;132;7259;7617
Douz;دوز;دوز;Liste partisane;Mouvement Du Peuple;حزب حركة الشعب;1980;0,272764844;7;22819;226;132;7259;7617
Douz;دوز;دوز;Liste partisane;Ennahdha;حزب حركة النھضة;2067;0,284749966;7;22819;226;132;7259;7617
Ech Cherifet;الشریفات/ بوشراي;الشريفات - بوشراي;Liste de coalition;Front Populaire;الجبھة الشعبیة;133;0,044781145;1;5542;146;32;2970;3148
Ech Cherifet;الشریفات/ بوشراي;الشريفات - بوشراي;Liste indépendante;Alkarama;الكرامة;377;0,126936027;2;5542;146;32;2970;3148
Ech Cherifet;الشریفات/ بوشراي;الشريفات - بوشراي;Liste indépendante;Almyzan;المیزان;490;0,164983165;3;5542;146;32;2970;3148
Ech Cherifet;الشریفات/ بوشراي;الشريفات - بوشراي;Liste partisane;Nidaa Tounes;حركة نداء تونس;299;0,100673401;2;5542;146;32;2970;3148
Ech Cherifet;الشریفات/ بوشراي;الشريفات - بوشراي;Liste partisane;Ennahdha;حزب حركة النھضة;167;0,056228956;1;5542;146;32;2970;3148
Ech Cherifet;الشریفات/ بوشراي;الشريفات - بوشراي;Liste indépendante;Mustaqbal Alshryfat-Bousharay;مستقبل الشریفات-بوشراي;959;0,322895623;6;5542;146;32;2970;3148
Ech Cherifet;الشریفات/ بوشراي;الشريفات - بوشراي;Liste indépendante;Nartaqi;نرتقي;545;0,183501684;3;5542;146;32;2970;3148
Echrarda;الشراردة;الشراردة;Liste de coalition;Front Populaire;الجبھة الشعبیة;426;0,199344876;3;6942;93;31;2137;2261
Echrarda;الشراردة;الشراردة;Liste partisane;Nidaa Tounes;حركة نداء تونس;549;0,256902199;5;6942;93;31;2137;2261
Echrarda;الشراردة;الشراردة;Liste partisane;Ennahdha;حزب حركة النھضة;1162;0,543752925;10;6942;93;31;2137;2261
El Achech;العشاش;العشاش بوجربوع العوادنة ماجل الدرج;Liste indépendante;Altjdyd;التجدید;228;0,068283917;1;8670;154;57;3339;3550
El Achech;العشاش;العشاش بوجربوع العوادنة ماجل الدرج;Liste indépendante;Alwifaq;الوفاق;1738;0,520515124;9;8670;154;57;3339;3550
El Achech;العشاش;العشاش بوجربوع العوادنة ماجل الدرج;Liste partisane;Nidaa Tounes;حركة نداء تونس;651;0,194968553;4;8670;154;57;3339;3550
El Achech;العشاش;العشاش بوجربوع العوادنة ماجل الدرج;Liste partisane;Ennahdha;حزب حركة النھضة;722;0,216232405;4;8670;154;57;3339;3550
El Ain;العین;العين;Liste partisane;Mouvement Du Peuple;حركة الشعب;549;0,051905077;1;28468;247;196;10577;11020
El Ain;العین;العين;Liste partisane;Nidaa Tounes;حركة نداء تونس;2194;0,207431219;5;28468;247;196;10577;11020
El Ain;العین;العين;Liste partisane;Courant Démocrate;حزب التیار الدیمقراطي;3432;0,32447764;8;28468;247;196;10577;11020
El Ain;العین;العين;Liste partisane;Ennahdha;حزب حركة النھضة;4402;0,416186064;10;28468;247;196;10577;11020
El Ain El Beidha;عین البیضاء;عين البيضاء;Liste indépendante;Almustaqbal;المستقبل;450;0,17136329;3;6984;166;67;2626;2859
El Ain El Beidha;عین البیضاء;عين البيضاء;Liste partisane;Nidaa Tounes;حركة نداء تونس;1378;0,524752475;9;6984;166;67;2626;2859
El Ain El Beidha;عین البیضاء;عين البيضاء;Liste partisane;Ennahdha;حزب حركة النھضة;798;0,303884235;6;6984;166;67;2626;2859
El Alaa;العلا;العلا;Liste indépendante;Iirada Wa Amal;ارادة وامل;744;0,178803172;4;12298;387;97;4161;4645
El Alaa;العلا;العلا;Liste partisane;Machrouu Tounes;حركة مشروع تونس;954;0,22927181;5;12298;387;97;4161;4645
El Alaa;العلا;العلا;Liste partisane;Nidaa Tounes;حركة نداء تونس;970;0,233117039;6;12298;387;97;4161;4645
El Alaa;العلا;العلا;Liste partisane;Ennahdha;حزب حركة النھضة;1493;0,358807979;9;12298;387;97;4161;4645
El Amaiem;العمایم;العمايم;Liste indépendante;Alshabi Aljamhouri Almutahad;الشعبي الجمھوري المتحد;128;0,051842851;1;6337;120;38;2469;2627
El Amaiem;العمایم;العمايم;Liste partisane;Nidaa Tounes;حركة نداء تونس;261;0,105710814;2;6337;120;38;2469;2627
El Amaiem;العمایم;العمايم;Liste partisane;Ennahdha;حزب حركة النھضة;409;0,165654111;3;6337;120;38;2469;2627
El Amaiem;العمایم;العمايم;Liste indépendante;Dawlat Almuatina;دولة المواطنة;914;0,37019036;7;6337;120;38;2469;2627
El Amaiem;العمایم;العمايم;Liste indépendante;Qayimat Alkhyr;قائمة الخیر;757;0,306601863;5;6337;120;38;2469;2627
El Amra;العامرة;العامرة;Liste indépendante;Iiqlae;إقلاع;904;0,217359942;5;13596;166;78;4159;4403
El Amra;العامرة;العامرة;Liste partisane;Nidaa Tounes;حركة نداء تونس;837;0,201250301;5;13596;166;78;4159;4403
El Amra;العامرة;العامرة;Liste partisane;Ennahdha;حزب حركة النھضة;2418;0,581389757;14;13596;166;78;4159;4403
El Aouabed El Khazanet;العوابد الخزانات;العوابد - الخزانات;Liste de coalition;Front Populaire;الجبھة الشعبیة;283;0,062266227;1;12781;131;91;4545;4767
El Aouabed El Khazanet;العوابد الخزانات;العوابد - الخزانات;Liste indépendante;Alkaramat Lilmuatin;الكرامة للمواطن;319;0,070187019;2;12781;131;91;4545;4767
El Aouabed El Khazanet;العوابد الخزانات;العوابد - الخزانات;Liste indépendante;Alwatan Alsaghyr;الوطن الصغیر;675;0,148514851;4;12781;131;91;4545;4767
El Aouabed El Khazanet;العوابد الخزانات;العوابد - الخزانات;Liste partisane;Mouvement Du Peuple;حركة الشعب;240;0,052805281;1;12781;131;91;4545;4767
El Aouabed El Khazanet;العوابد الخزانات;العوابد - الخزانات;Liste partisane;Machrouu Tounes;حركة مشروع تونس;175;0,03850385;1;12781;131;91;4545;4767
El Aouabed El Khazanet;العوابد الخزانات;العوابد - الخزانات;Liste partisane;Nidaa Tounes;حركة نداء تونس;576;0,126732673;3;12781;131;91;4545;4767
El Aouabed El Khazanet;العوابد الخزانات;العوابد - الخزانات;Liste partisane;Courant Démocrate;حزب التیار الدیمقراطي;296;0,065126513;1;12781;131;91;4545;4767
El Aouabed El Khazanet;العوابد الخزانات;العوابد - الخزانات;Liste partisane;Ennahdha;حزب حركة النھضة;1645;0,361936194;9;12781;131;91;4545;4767
El Aouabed El Khazanet;العوابد الخزانات;العوابد - الخزانات;Liste indépendante;Eyn Turkya;عین تركیة;336;0,073927393;2;12781;131;91;4545;4767
El Aroussa;العروسة;العروسة;Liste indépendante;Abnaa Alaroussa;ابناء العروسة;269;0,135858586;2;4777;76;32;1980;2088
El Aroussa;العروسة;العروسة;Liste de coalition;Front Populaire;الجبھة الشعبیة;613;0,30959596;4;4777;76;32;1980;2088
El Aroussa;العروسة;العروسة;Liste indépendante;Alraja W Alsumud;الرجاء و الصمود;237;0,11969697;1;4777;76;32;1980;2088
El Aroussa;العروسة;العروسة;Liste partisane;Machrouu Tounes;حركة مشروع تونس;60;0,03030303;0;4777;76;32;1980;2088
El Aroussa;العروسة;العروسة;Liste partisane;Nidaa Tounes;حركة نداء تونس;254;0,128282828;2;4777;76;32;1980;2088
El Aroussa;العروسة;العروسة;Liste partisane;Ennahdha;حزب حركة النھضة;547;0,276262626;3;4777;76;32;1980;2088
El Ayoun;العیون;العيون;Liste indépendante;Al'Ufuq;الافق;276;0,063433693;1;8435;207;63;4351;4621
El Ayoun;العیون;العيون;Liste indépendante;Altawafuq;التوافق;584;0,134222018;2;8435;207;63;4351;4621
El Ayoun;العیون;العيون;Liste partisane;Courant Démocrate;التیار الدمقراطي;225;0,05171225;1;8435;207;63;4351;4621
El Ayoun;العیون;العيون;Liste de coalition;Front Populaire;الجبھة الشعبیة;485;0,111468628;2;8435;207;63;4351;4621
